week_start,country,rank,title,appid,url,price_info,rank_change,extra
2026-08-25,GLOBAL,19,Grand Theft Auto V Enhanced,3240220,https://store.steampowered.com/app/3240220/Grand_Theft_Auto_V_Enhanced?snr=1_7001_7002_,"-56%
$44.99
$19.79",▲ 23,58
2026-08-25,GLOBAL,20,HELLDIVERS™ 2,553850,https://store.steampowered.com/app/553850/HELLDIVERS_2?snr=1_7001_7002_,$39.99,▼ 11,137
2026-08-25,GLOBAL,21,PUBG: BATTLEGROUNDS,578080,https://store.steampowered.com/app/578080/PUBG_BATTLEGROUNDS?snr=1_7001_7002_,Free To Play,▼ 4,493
2026-08-25,GLOBAL,22,METAL GEAR SOLID: MASTER COLLECTION Vol.2,3859630,https://store.steampowered.com/app/3859630/METAL_GEAR_SOLID_MASTER_COLLECTION_Vol2?snr=1_7001_7002_,$49.99,▲ 65,2
2026-08-25,GLOBAL,23,Forza Horizon 5,1551360,https://store.steampowered.com/app/1551360/Forza_Horizon_5?snr=1_7001_7002_,"-60%
$59.99
$23.99",RETURNING,1
2026-08-25,GLOBAL,24,Marvel Rivals,2767030,https://store.steampowered.com/app/2767030/Marvel_Rivals?snr=1_7001_7002_,Free To Play,▼ 14,91
2026-08-25,GLOBAL,25,Warframe,230410,https://store.steampowered.com/app/230410/Warframe?snr=1_7001_7002_,Free To Play,▼ 7,196
2026-08-25,GLOBAL,26,Steam Deck,1675200,https://store.steampowered.com/app/1675200/Steam_Deck?snr=1_7001_7002_,$789.00,▼ 7,14
2026-08-25,GLOBAL,27,Big Walk,1478500,https://store.steampowered.com/app/1478500/Big_Walk?snr=1_7001_7002_,$19.99,▼ 16,4
2026-08-25,GLOBAL,28,Onimusha: Way of the Sword,2638890,https://store.steampowered.com/app/2638890/Onimusha_Way_of_the_Sword?snr=1_7001_7002_,"Prepurchase
$69.99",NEW,1
2026-08-25,GLOBAL,29,ELDEN RING Tarnished Pack,3655690,https://store.steampowered.com/app/3655690/ELDEN_RING_Tarnished_Pack?snr=1_7001_7002_,$4.99,NEW,1
2026-08-25,GLOBAL,30,"Stripjong - Super Real Mahjong Venus Returns
(hidden by your preferences)",3718190,https://store.steampowered.com/app/3718190/Stripjong_Super_Real_Mahjong_Venus_Returns?snr=1_7001_7002_,"-20%
$29.99
$23.99",NEW,1
2026-08-25,GLOBAL,31,Transport Fever 3,3493540,https://store.steampowered.com/app/3493540/Transport_Fever_3?snr=1_7001_7002_,"Prepurchase
$49.99",NEW,1
2026-08-25,GLOBAL,32,Once Human,2139460,https://store.steampowered.com/app/2139460/Once_Human?snr=1_7001_7002_,Free To Play,▲ 34,8
2026-08-25,GLOBAL,33,Overwatch®,2357570,https://store.steampowered.com/app/2357570/Overwatch?snr=1_7001_7002_,Free To Play,▼ 2,31
2026-08-25,GLOBAL,34,S.T.A.L.K.E.R. 2: Heart of Chornobyl,1643320,https://store.steampowered.com/app/1643320/STALKER_2_Heart_of_Chornobyl?snr=1_7001_7002_,$59.99,▼ 26,2
2026-08-25,GLOBAL,35,No More Room in Hell 2,292000,https://store.steampowered.com/app/292000/No_More_Room_in_Hell_2?snr=1_7001_7002_,$29.99,▼ 20,3
2026-08-25,GLOBAL,36,ARK: Survival Ascended,2399830,https://store.steampowered.com/app/2399830/ARK_Survival_Ascended?snr=1_7001_7002_,"-75%
$44.99
$11.24",▲ 57,2
2026-08-25,GLOBAL,37,War Thunder,236390,https://store.steampowered.com/app/236390/War_Thunder?snr=1_7001_7002_,Free To Play,▲ 8,352
2026-08-25,GLOBAL,38,Hogwarts Legacy,990080,https://store.steampowered.com/app/990080/Hogwarts_Legacy?snr=1_7001_7002_,"-90%
$59.99
$5.99",RETURNING,1
2026-08-25,GLOBAL,39,Resonance: A Plague Tale Legacy,2713000,https://store.steampowered.com/app/2713000/Resonance_A_Plague_Tale_Legacy?snr=1_7001_7002_,$49.99,NEW,1
2026-08-25,GLOBAL,40,Tom Clancy's Rainbow Six Siege,359550,https://store.steampowered.com/app/359550/Tom_Clancys_Rainbow_Six_Siege?snr=1_7001_7002_,Free To Play,▲ 4,34
2026-08-25,GLOBAL,41,Escape from Tarkov,3932890,https://store.steampowered.com/app/3932890/Escape_from_Tarkov?snr=1_7001_7002_,$49.99,▼ 9,15
2026-08-25,GLOBAL,42,Black Desert,582660,https://store.steampowered.com/app/582660/Black_Desert?snr=1_7001_7002_,$9.99,▼ 3,7
2026-08-25,GLOBAL,43,Phantom Blade Zero,4115450,https://store.steampowered.com/app/4115450/Phantom_Blade_Zero?snr=1_7001_7002_,"Prepurchase
$59.99",▼ 27,3
2026-08-25,GLOBAL,44,Call of Duty®: Modern Warfare® 4,4435490,https://store.steampowered.com/app/4435490/Call_of_Duty_Modern_Warfare_4?snr=1_7001_7002_,"Prepurchase
$69.99",▼ 41,7
2026-08-25,GLOBAL,45,Graveyard Keeper 2,4358690,https://store.steampowered.com/app/4358690/Graveyard_Keeper_2?snr=1_7001_7002_,"Prepurchase
-20%
$24.99
$19.99",NEW,1
2026-08-25,GLOBAL,46,IdleOn - The Incremental MMO,1476970,https://store.steampowered.com/app/1476970/IdleOn_The_Incremental_MMO?snr=1_7001_7002_,Free To Play,RETURNING,1
2026-08-25,GLOBAL,47,Project Zomboid,108600,https://store.steampowered.com/app/108600/Project_Zomboid?snr=1_7001_7002_,"-33%
$24.99
$16.74",▲ 5,5
2026-08-25,GLOBAL,48,Rust,252490,https://store.steampowered.com/app/252490/Rust?snr=1_7001_7002_,$39.99,▼ 2,584
2026-08-25,GLOBAL,49,Microsoft Flight Simulator 2024,2537590,https://store.steampowered.com/app/2537590/Microsoft_Flight_Simulator_2024?snr=1_7001_7002_,$69.99,0,2
2026-08-25,GLOBAL,50,Total War: WARHAMMER III,1142710,https://store.steampowered.com/app/1142710/Total_War_WARHAMMER_III?snr=1_7001_7002_,$59.99,▼ 29,3
2026-08-25,GLOBAL,51,Battlefield™ 6,2807960,https://store.steampowered.com/app/2807960/Battlefield_6?snr=1_7001_7002_,$69.99,▼ 21,57
2026-08-25,GLOBAL,52,Wuthering Waves,3513350,https://store.steampowered.com/app/3513350/Wuthering_Waves?snr=1_7001_7002_,Free To Play,▼ 38,21
2026-08-25,GLOBAL,53,Big Ambitions,1331550,https://store.steampowered.com/app/1331550/Big_Ambitions?snr=1_7001_7002_,"-20%
$25.99
$20.79",RETURNING,1
2026-08-25,GLOBAL,54,Halloween: The Game,3219630,https://store.steampowered.com/app/3219630/Halloween_The_Game?snr=1_7001_7002_,"Prepurchase
$39.99",NEW,1
2026-08-25,GLOBAL,55,Dead by Daylight: Chorus of Sin,5060920,https://store.steampowered.com/app/5060920/Dead_by_Daylight_Chorus_of_Sin?snr=1_7001_7002_,$7.99,NEW,1
2026-08-25,GLOBAL,56,Hell Let Loose: Vietnam,3079210,https://store.steampowered.com/app/3079210/Hell_Let_Loose_Vietnam?snr=1_7001_7002_,$39.99,▼ 28,4
2026-08-25,GLOBAL,57,Where Winds Meet,3564740,https://store.steampowered.com/app/3564740/Where_Winds_Meet?snr=1_7001_7002_,Free To Play,▼ 33,42
2026-08-25,GLOBAL,58,Gamble With Your Friends,3892270,https://store.steampowered.com/app/3892270/Gamble_With_Your_Friends?snr=1_7001_7002_,$7.99,▲ 22,3
2026-08-25,GLOBAL,59,Zenless Zone Zero,4162040,https://store.steampowered.com/app/4162040/Zenless_Zone_Zero?snr=1_7001_7002_,Free To Play,▼ 24,5
2026-08-25,GLOBAL,60,FINAL FANTASY XIV Online,39210,https://store.steampowered.com/app/39210/FINAL_FANTASY_XIV_Online?snr=1_7001_7002_,$19.99,▲ 12,7
2026-08-25,GLOBAL,61,Baldur's Gate 3,1086940,https://store.steampowered.com/app/1086940/Baldurs_Gate_3?snr=1_7001_7002_,$59.99,▲ 2,180
2026-08-25,GLOBAL,62,Shift At Midnight,3722330,https://store.steampowered.com/app/3722330/Shift_At_Midnight?snr=1_7001_7002_,"-10%
$9.99
$8.99",0,6
2026-08-25,GLOBAL,63,Team Fortress 2,440,https://store.steampowered.com/app/440/Team_Fortress_2?snr=1_7001_7002_,Free To Play,▼ 3,8
2026-08-25,GLOBAL,64,The First Descendant,2074920,https://store.steampowered.com/app/2074920/The_First_Descendant?snr=1_7001_7002_,Free To Play,▼ 30,2
2026-08-25,GLOBAL,65,Far Far West,3124540,https://store.steampowered.com/app/3124540/Far_Far_West?snr=1_7001_7002_,"-20%
$19.99
$15.99",RETURNING,1
2026-08-25,GLOBAL,66,"Warhammer 40,000: Darktide",1361210,https://store.steampowered.com/app/1361210/Warhammer_40000_Darktide?snr=1_7001_7002_,"-75%
$39.99
$9.99",▲ 31,2
2026-08-25,GLOBAL,67,Arena Breakout: Infinite,2073620,https://store.steampowered.com/app/2073620/Arena_Breakout_Infinite?snr=1_7001_7002_,Free To Play,▲ 12,9
2026-08-25,GLOBAL,68,1666: Amsterdam,3949550,https://store.steampowered.com/app/3949550/1666_Amsterdam?snr=1_7001_7002_,$29.99,NEW,1
2026-08-25,GLOBAL,69,PEAK,3527290,https://store.steampowered.com/app/3527290/PEAK?snr=1_7001_7002_,$7.99,▼ 15,4
2026-08-25,GLOBAL,70,The Seven Deadly Sins: Origin,3679080,https://store.steampowered.com/app/3679080/The_Seven_Deadly_Sins_Origin?snr=1_7001_7002_,Free To Play,RETURNING,1
2026-08-25,GLOBAL,71,Ragnarok: The New World,4212480,https://store.steampowered.com/app/4212480/Ragnarok_The_New_World?snr=1_7001_7002_,Free To Play,▼ 35,4
2026-08-25,GLOBAL,72,Magic: The Gathering Arena,2141910,https://store.steampowered.com/app/2141910/Magic_The_Gathering_Arena?snr=1_7001_7002_,Free To Play,▼ 14,4
2026-08-25,GLOBAL,73,Marvel's Spider-Man 2,2651280,https://store.steampowered.com/app/2651280/Marvels_SpiderMan_2?snr=1_7001_7002_,$59.99,▼ 16,5
2026-08-25,GLOBAL,74,Guild Wars 2®,1284210,https://store.steampowered.com/app/1284210/Guild_Wars_2?snr=1_7001_7002_,Free To Play,RETURNING,1
2026-08-25,GLOBAL,75,Wallpaper Engine,431960,https://store.steampowered.com/app/431960/Wallpaper_Engine?snr=1_7001_7002_,$4.99,▲ 3,4
2026-08-25,GLOBAL,76,METAL GEAR SOLID 4: Guns of the Patriots - Master Collection Version,2492670,https://store.steampowered.com/app/2492670/METAL_GEAR_SOLID_4_Guns_of_the_Patriots_Master_Collection_Version?snr=1_7001_7002_,$29.99,NEW,1
2026-08-25,GLOBAL,77,Manor Lords,1363080,https://store.steampowered.com/app/1363080/Manor_Lords?snr=1_7001_7002_,"-35%
$39.99
$25.99",RETURNING,1
2026-08-25,GLOBAL,78,MECCHA CHAMELEON,4704690,https://store.steampowered.com/app/4704690/MECCHA_CHAMELEON?snr=1_7001_7002_,$5.99,▼ 17,12
2026-08-25,GLOBAL,79,Slay the Spire 2,2868840,https://store.steampowered.com/app/2868840/Slay_the_Spire_2?snr=1_7001_7002_,$24.99,▲ 3,8
2026-08-25,GLOBAL,80,VRChat,438100,https://store.steampowered.com/app/438100/VRChat?snr=1_7001_7002_,Free To Play,▲ 3,4
2026-08-25,GLOBAL,81,Dragon's Dogma 2,2054970,https://store.steampowered.com/app/2054970/Dragons_Dogma_2?snr=1_7001_7002_,"-25%
$39.99
$29.99",RETURNING,1
2026-08-25,GLOBAL,82,NTE: Neverness to Everness,4508340,https://store.steampowered.com/app/4508340/NTE_Neverness_to_Everness?snr=1_7001_7002_,Free To Play,▼ 44,2
2026-08-25,GLOBAL,83,Path of Exile 2,2694490,https://store.steampowered.com/app/2694490/Path_of_Exile_2?snr=1_7001_7002_,$29.99,▲ 6,17
2026-08-25,GLOBAL,84,Assassin's Creed Black Flag Resynced,3751950,https://store.steampowered.com/app/3751950/Assassins_Creed_Black_Flag_Resynced?snr=1_7001_7002_,$59.99,▼ 14,11
2026-08-25,GLOBAL,85,Machine Party,4108000,https://store.steampowered.com/app/4108000/Machine_Party?snr=1_7001_7002_,$7.99,▼ 11,5
2026-08-25,GLOBAL,86,DayZ,221100,https://store.steampowered.com/app/221100/DayZ?snr=1_7001_7002_,"-50%
$49.99
$24.99",RETURNING,1
2026-08-25,GLOBAL,87,Delta Force,2507950,https://store.steampowered.com/app/2507950/Delta_Force?snr=1_7001_7002_,Free To Play,▼ 34,10
2026-08-25,GLOBAL,88,"雀魂麻將(MahjongSoul)
(not available in your region)",1329410,https://store.steampowered.com/app/1329410/%E9%9B%80%E9%AD%82%E9%BA%BB%E5%B0%87MahjongSoul?snr=1_7001_7002_,,▼ 68,2
2026-08-25,GLOBAL,89,The Elder Scrolls® Online,306130,https://store.steampowered.com/app/306130/The_Elder_Scrolls_Online?snr=1_7001_7002_,$19.99,▼ 1,8
2026-08-25,GLOBAL,90,Euro Truck Simulator 2,227300,https://store.steampowered.com/app/227300/Euro_Truck_Simulator_2?snr=1_7001_7002_,$19.99,▼ 64,3
2026-08-25,GLOBAL,91,ICARUS,1149460,https://store.steampowered.com/app/1149460/ICARUS?snr=1_7001_7002_,"-75%
$34.99
$8.74",RETURNING,1
2026-08-25,GLOBAL,92,Yu-Gi-Oh! Master Duel,1449850,https://store.steampowered.com/app/1449850/YuGiOh_Master_Duel?snr=1_7001_7002_,Free To Play,▼ 41,4
2026-08-25,GLOBAL,93,Tom Clancy’s The Division® 2,2221490,https://store.steampowered.com/app/2221490/Tom_Clancys_The_Division_2?snr=1_7001_7002_,$29.99,RETURNING,1
2026-08-25,GLOBAL,94,Cyberpunk 2077,1091500,https://store.steampowered.com/app/1091500/Cyberpunk_2077?snr=1_7001_7002_,$59.99,RETURNING,1
2026-08-25,GLOBAL,95,Hero Siege,269210,https://store.steampowered.com/app/269210/Hero_Siege?snr=1_7001_7002_,$7.99,RETURNING,1
2026-08-25,GLOBAL,96,Arma Reforger,1874880,https://store.steampowered.com/app/1874880/Arma_Reforger?snr=1_7001_7002_,"-30%
$39.99
$27.99",RETURNING,1
2026-08-25,GLOBAL,97,Risk of Rain 2,632360,https://store.steampowered.com/app/632360/Risk_of_Rain_2?snr=1_7001_7002_,"-67%
$24.99
$8.24",▼ 1,2
2026-08-25,GLOBAL,98,EA SPORTS™ Madden NFL 27,3940610,https://store.steampowered.com/app/3940610/EA_SPORTS_Madden_NFL_27?snr=1_7001_7002_,$69.99,▼ 29,4
2026-08-25,GLOBAL,99,Stardew Valley,413150,https://store.steampowered.com/app/413150/Stardew_Valley?snr=1_7001_7002_,$14.99,▲ 1,3
2026-08-25,GLOBAL,100,Age of Empires II: Definitive Edition,813780,https://store.steampowered.com/app/813780/Age_of_Empires_II_Definitive_Edition?snr=1_7001_7002_,$34.99,RETURNING,1
